Random_seed,Iteration,Mean_fitness,Max_fitness
140,4,0.2772638719377823,0.8345908537149408
141,0,0.2192117660716054,0.7849778591756721
141,1,0.44364780311582513,0.8345908537149408
141,2,0.3695050546721204,0.8345908537149408
141,3,0.38841515506252455,0.8622110018596997
141,4,0.3774464017029396,0.8622110018596997
142,0,0.1907334672221371,0.8622110018596997
142,1,0.3186382515647254,1.0
142,2,0.42797786202654536,1.0
142,3,0.4177552084499528,1.0
142,4,0.4115192181635548,1.0
143,0,0.15767701862894057,0.5449108151341086
143,1,0.2882167949186336,0.6271281750629892
143,2,0.352807462126554,0.6587599673571513
143,3,0.2778818676997816,0.6587599673571513
143,4,0.24498833518798588,0.6587599673571513
144,0,0.24136361581531818,0.8345908537149408
144,1,0.37589558124625366,0.8345908537149408
144,2,0.4235707363508066,0.8622110018596997
144,3,0.29090185930170415,1.0
144,4,0.44638942210355737,1.0
145,0,0.24471510990276035,0.8345908537149408
145,1,0.30380425810436107,0.8345908537149408
145,2,0.4046583348195681,0.8622110018596997
145,3,0.3815159207074002,1.0
145,4,0.4703994328043665,1.0
146,0,0.1451216308128009,0.578300339549711
146,1,0.3288961947481062,0.7967770755207655
146,2,0.39722035657822047,1.0
146,3,0.3308100704436492,1.0
146,4,0.4374076503590166,1.0
147,0,0.25359487806670594,0.7849778591756721
147,1,0.40654982797904293,0.8345908537149408
147,2,0.3705426000522374,0.8345908537149408
147,3,0.40045788845118474,0.8622110018596997
147,4,0.36095097895762135,0.8622110018596997
148,0,0.24136626310303785,0.5904294935450526
148,1,0.42781054331307433,0.8345908537149408
148,2,0.4387816820362492,0.8624627606746367
148,3,0.3632042900066341,0.8624627606746367
148,4,0.38631168274495264,0.8624627606746367
149,0,0.27213370618846794,0.7849778591756721
149,1,0.3980874235819211,0.8345908537149408
149,2,0.3762292840595724,0.8622110018596997
149,3,0.4352229913891301,0.8622110018596997
149,4,0.4127709072949329,0.8624627606746367
150,0,0.2072506268571023,0.8624627606746367
150,1,0.35025116878045015,0.8624627606746367
150,2,0.3804442026048529,0.8624627606746367
150,3,0.31041777022100303,1.0
150,4,0.45577767694749394,1.0
151,0,0.2179327862965937,0.6054323836436155
151,1,0.3220240274597805,0.6260269025906746
151,2,0.36835118517766335,0.6260269025906746
151,3,0.3150035437659542,0.8345908537149408
151,4,0.38012590541837127,0.8345908537149408
152,0,0.21293182162266286,0.7849778591756721
152,1,0.4556844741113695,0.8345908537149408
152,2,0.3919168365295978,0.8345908537149408
152,3,0.40036409993206384,0.8622110018596997
152,4,0.3954115413168675,0.8622110018596997
153,0,0.25814407416273005,0.6723293505072117
153,1,0.35224430300812454,0.6723293505072117
153,2,0.4538430869128229,0.7077333664346016
153,3,0.4427194510176425,0.8624627606746367
153,4,0.4155438470125999,0.9181903148544224
154,0,0.24026049224728996,0.5753480840038174
154,1,0.3360879265003239,0.7352767758044759
154,2,0.3893972161705432,0.8345908537149408
154,3,0.29622019960072854,0.8345908537149408
154,4,0.36262489487703364,0.8345908537149408
155,0,0.22854533559735568,0.7849778591756721
155,1,0.34159173875663723,0.8345908537149408
155,2,0.4008958757912291,0.8345908537149408
155,3,0.3368873342123393,0.8345908537149408
155,4,0.3289430806809583,0.8345908537149408
156,0,0.2535637436411689,0.9181903148544224
156,1,0.27339499426790775,1.0
156,2,0.3656953196026141,1.0
156,3,0.44149150313911845,1.0
156,4,0.4479537458271013,1.0
157,0,0.1992724304178708,0.5904294935450526
157,1,0.33710534319222996,0.8345908537149408
157,2,0.406759373733207,0.8345908537149408
157,3,0.3355273042304461,1.0
157,4,0.4167379149186366,1.0
158,0,0.3015663986818062,0.8622110018596997
158,1,0.3854264704565276,1.0
158,2,0.4171009507333167,1.0
158,3,0.42192292883802196,1.0
158,4,0.4388106140515264,1.0
159,0,0.2562142560093162,0.6627114316883812
159,1,0.4078210959320773,0.8622110018596997
159,2,0.40699434876527957,1.0
159,3,0.38696289762343267,1.0
159,4,0.32733088425470036,1.0
160,0,0.14238136799376053,0.7849778591756721
160,1,0.2976251483560921,0.8345908537149408
160,2,0.3224598907408476,0.8622110018596997
160,3,0.4251097888011837,0.8622110018596997
160,4,0.44261498285659867,0.8622110018596997
161,0,0.240649611337173,0.5753480840038174
161,1,0.36913087655764515,0.638133068520562
161,2,0.3613615158873544,0.7077333664346016
161,3,0.3866446864782643,0.9181903148544224
161,4,0.3657024184283127,1.0
162,0,0.15748672039098316,0.6157348388274215
162,1,0.3169363926012159,0.8345908537149408
162,2,0.35260162903953063,0.8345908537149408
162,3,0.2938349382830483,0.8345908537149408
162,4,0.4025819444349281,0.8622110018596997
163,0,0.18458916408316947,0.7967770755207655
163,1,0.4064672561897456,1.0
163,2,0.34190089388844286,1.0
163,3,0.387942178893881,1.0
163,4,0.40992357860620254,1.0
164,0,0.3517493176774815,0.6698481443287976
164,1,0.44463164993250864,0.9181903148544224
164,2,0.43993580123385856,1.0
164,3,0.2912535243327341,1.0
164,4,0.32183678444348096,1.0
165,0,0.22632389806439127,0.6152423688384313
165,1,0.29375508741858486,0.6152423688384313
165,2,0.2929841393116103,0.6209353905917742
165,3,0.2646065823474178,0.6209353905917742
165,4,0.23749225167764967,0.9181903148544224
166,0,0.16175699247830852,0.6072966074766952
166,1,0.3974984626687263,0.8311300290585193
166,2,0.46507637276406705,1.0
166,3,0.4105218794592235,1.0
166,4,0.3911425035572376,1.0
167,0,0.27985519466079256,0.7413604766627716
167,1,0.3355085965022085,0.8622110018596997
167,2,0.3965963413763875,0.8624627606746367
167,3,0.3089611846622196,1.0
167,4,0.3643637818487506,1.0
168,0,0.27996202999835434,0.6260269025906746
168,1,0.40242516341327544,0.7239810937681623
168,2,0.39339146474749614,0.8345908537149408
168,3,0.27137160669690186,0.8345908537149408
168,4,0.3327061623270575,0.8345908537149408
169,0,0.21575832150447796,0.6054323836436155
169,1,0.36082090387842064,0.6260269025906746
169,2,0.399482454480506,0.7849778591756721
169,3,0.39194014810196426,0.8345908537149408
169,4,0.34426845665298417,1.0
170,0,0.28466999531768283,0.7239810937681623
170,1,0.3674566664623307,0.8345908537149408
170,2,0.39944239960362155,0.8345908537149408
170,3,0.3663684894095403,0.8345908537149408
170,4,0.31060504494798524,0.8345908537149408
171,0,0.22867464980906485,0.6260269025906746
171,1,0.3278350296364941,0.7849778591756721
171,2,0.41733381700136835,0.8345908537149408
171,3,0.36081721692842894,0.8345908537149408
171,4,0.3370396595632629,0.8345908537149408
172,0,0.2875532701072504,0.9181903148544224
172,1,0.4590481671825472,1.0
172,2,0.4170146772626329,1.0
172,3,0.3493985064744704,1.0
172,4,0.3341434352907011,1.0
